iid,title,type,description,release_year,age_certification,runtime,seasons,imdb_score,imdb_votes,tmdb_popularity,genre_action,genre_animation,genre_comedy,genre_crime,genre_documentation,genre_drama,genre_european,genre_family,genre_fantasy,genre_history,genre_horror,genre_music,genre_reality,genre_romance,genre_scifi,genre_sport,genre_thriller,genre_war,genre_western,production_of_eu,production_of_ap,production_of_others,production_of_na
ts20429,Sword Art Online,1,"In the near future, a Virtual Reality Massive Multiplayer Online Role-Playing Game (VRMMORPG) called Sword Art Online has been released where players control their avatars with their bodies using a piece of technology called Nerve Gear. One day, players discover they cannot log out, as the game creator is holding them captive unless they reach the 100th floor of the game's tower and defeat the final boss. However, if they die in the game, they die in real life. Their struggle for survival starts now...",2012,TV-MA,23,4.0,7.6,44606.0,58.325,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0
ts20457,The Legend of Korra,1,"Avatar Korra, a headstrong, rebellious, feisty young woman who continually challenges and breaks with tradition, is on her quest to become a fully realized Avatar. In this story, the Avatar struggles to find balance within herself.",2012,TV-Y7,23,4.0,8.4,119272.0,56.153,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
tm178201,Sherlock Holmes: A Game of Shadows,0,"There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.",2011,PG-13,129,0.0,7.4,449965.0,51.119,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
tm36237,Contraband,0,"When his brother-in-law runs afoul of a drug lord, family man Chris Farraday turns to a skill he abandoned long ago—smuggling—to repay the debt. But the job goes wrong, and Farraday finds himself wanted by cops, crooks and killers alike.",2012,R,109,0.0,6.4,122383.0,46.41,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
tm40319,Savages,0,Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend.,2012,R,131,0.0,6.4,129746.0,15.525,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ts6506,The Borgias,1,"Set in 15th century Italy at the height of the Renaissance, The Borgias chronicles the corrupt rise of patriarch Rodrigo Borgia to the papacy, where he proceeds to commit every sin in the book to amass and retain power, influence and enormous wealth for himself and his family.",2011,TV-MA,51,3.0,7.9,51041.0,18.887,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
ts9794,Comedians in Cars Getting Coffee,1,"Jerry takes his comedy pals out for coffee in a selection of his classic automobiles. Larry David sums it up best when he says, 'You've finally made a show about nothing.'",2012,TV-14,19,11.0,8.0,12522.0,13.067,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ts33338,Top Boy,1,"A thrilling and raw crime drama following a gang of drug dealers in Hackney, London - an honest and gripping rendition of inner-city drug and gang culture.",2011,TV-MA,48,2.0,8.4,24165.0,14.536,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
tm39896,Dark Shadows,0,Vampire Barnabas Collins is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate and family have fallen into ruin.,2012,PG-13,113,0.0,6.2,265626.0,48.204,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
tm74848,Total Recall,0,"Welcome to Rekall, the company that can turn your dreams into real memories. For a factory worker named Douglas Quaid, even though he's got a beautiful wife who he loves, the mind-trip sounds like the perfect vacation from his frustrating life - real memories of life as a super-spy might be just what he needs. But when the procedure goes horribly wrong, Quaid becomes a hunted man. Finding himself on the run from the police - controlled by Chancellor Cohaagen, the leader of the free world - Quaid teams up with a rebel fighter to find the head of the underground resistance and stop Cohaagen. The line between fantasy and reality gets blurred and the fate of his world hangs in the balance as Quaid discovers his true identity, his true love, and his true fate.",2012,PG-13,118,0.0,6.2,253352.0,51.651,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
ts27468,Transformers: Rescue Bots,1,A team of specialized Autobots not quite ready for prime-time battles against the Decepticons is given a vital mission by Optimus Prime. The goal for the Bots is to learn about mankind and how to help others to find out what it really means to be a hero.,2012,TV-Y7,22,4.0,6.4,925.0,9.697,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ts20500,Lilyhammer,1,"After Frank The Fixer Tagliano testifies against his Mafia boss in New York, he enters the Witness Protection Program and makes an unusual demand: he wants to be set up with a new life in the Norwegian small town of Lillehammer or as he calls it, Lilyhammer.",2012,TV-MA,45,3.0,7.9,29366.0,15.363,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tm168921,The Smurfs,0,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down.",2011,PG,103,0.0,5.4,90097.0,56.324,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tm160132,Soul Surfer,0,"The true story of teen surfer Bethany Hamilton, who lost her arm in a shark attack and courageously overcame all odds to become a champion again, through her sheer determination and unwavering faith.",2011,PG,106,0.0,7.0,49599.0,42.736,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
tm49592,LOL,0,"In a world connected by YouTube, iTunes, and Facebook, Lola and her friends navigate the peer pressures of high school romance and friendship while dodging their sometimes overbearing and confused parents. When Lola's mom, Anne, ""accidentally"" reads her teenage daughter's racy journal, she realizes just how wide their communication gap has grown.",2012,PG-13,92,0.0,4.3,55976.0,14.465,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
tm167232,Unknown,0,"A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is.",2011,PG-13,113,0.0,6.8,260783.0,63.884,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
tm38980,Rise of the Guardians,0,"When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces for the first time to protect the hopes, beliefs and imagination of children all over the world.",2012,PG,97,0.0,7.2,173157.0,52.108,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
ts20556,Teen Mom 2,1,"Jenelle, Chelsea, Kailyn, and Leah are four young women navigating complicated lives. It's not always easy being a young mom.",2011,TV-14,41,11.0,4.5,28.0,11.811,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
tm69926,Here Comes the Boom,0,A high school biology teacher moonlights as a mixed-martial arts fighter in an effort to raise money to save the school's music program.,2012,PG,105,0.0,6.4,90126.0,15.732,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
tm60844,Berserk: The Golden Age Arc I - The Egg of the King,0,"Guts, an immensely strong sword-for-hire, has little direction in his life, simply fighting one battle after the next. However, this all changes suddenly when he meets and is bested by Griffith, a beautiful and charismatic young man who leads the Band of the Hawk mercenary army. After Guts joins the Band and the relationship between the two men begins to blossom, Casca, the tough, lone swordswoman in the Band of the Hawk, struggles to accept Guts and the influence he has on the world around her.  While the two men begin to fight together, Griffith continues to rise to power, all seemingly in order to reach his mysterious, prophesied goals. What lengths will Guts and Griffith go to in order to reach these goals, and where will fate take the two men?",2012,NC-17,76,0.0,7.5,12548.0,20.928,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ts9246,Blue Exorcist,1,"Humans live in the world of Assiah, demons in Gehenna. The two dimensions are not meant to interfere with each other, but demons still possess creatures in Assiah in spite of this. The humans who can fight these demons are known as exorcists. Rin Okumura is a boy who bears the curse of being Satan's illegitimate son. His foster father sacrificed himself to save him from demons. To avenge his foster father's death as well as to prove himself, Rin decides to follow the path of an exorcist and defeat his own father, Satan. To hone his raw skills, Rin enters True Cross Academy to train with other exorcist candidates.",2011,TV-14,25,2.0,7.5,12985.0,46.557,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ts27835,MeatEater,1,"Hunter, author, cook and conservationist Steven Rinella treks into the world's most remote, beautiful regions, bringing game meat from field to table.",2012,TV-14,22,10.0,7.5,1486.0,7.81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ts18551,Cuckoo,1,"Cuckoo is every parent's worst nightmare - a slacker full of outlandish, New Age ideas. Ken is the over-protective father of a girl who's impulsively married an American hippie on her gap year.",2012,TV-14,27,5.0,5.9,20.0,13.25,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tm62210,Rurouni Kenshin Part I: Origins,0,"Former legendary assassin Kenshin Himura has now become a wandering samurai. Offering aid & protecting those in need as atonement for his past deeds. During this time Kenshin Himura comes across and aides Kaoru Kamiya (Emi Takei). Her father opened the Kamiya Kasshin-ryu, a kendo school located in Tokyo and Kaoru is now an instructor there. Kaoru then invites Kenshin to stay at her dojo. Their relationship develops further, but Kenshin is still haunted by his violent past...",2012,PG-13,134,0.0,7.4,26098.0,26.93,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
tm106278,Everything Must Go,0,"When an alcoholic relapses, causing him to lose his wife and his job, he holds a yard sale on his front lawn in an attempt to start over. A new neighbor might be the key to his return to form.",2011,R,97,0.0,6.4,50792.0,9.825,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
tm182586,Silenced,0,"Based on actual events that took place at Gwangju Inhwa School for the hearing-impaired, where young deaf students were the victims of repeated sexual assaults by faculty members over a period of five years in the early 2000s.",2011,,125,0.0,8.0,16423.0,32.829,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ts36647,Rita,1,"Independent, outspoken and adored by her students, private school teacher Rita fares less well with adults.",2012,TV-MA,40,5.0,8.1,8718.0,11.299,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ts81858,Larva,1,Two curious worms spend their days investigating the otherworldly objects that fall through the grate into their subterranean world.,2011,TV-G,2,5.0,7.1,615.0,9.644,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
ts34740,My Babysitter's a Vampire,1,"Ethan, Benny and fledgling vampire Sarah battle zombies, demons and the other supernatural beasties that regularly threaten their school.",2011,TV-PG,22,2.0,6.9,4454.0,25.428,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ts21081,Pablo Escobar: The Drug Lord,1,"Pablo is a man with a natural ability for business. Early in his life, Pablo is introduced to the business of cocaine and the power it yields. A young life of crime lands Pablo in and out of jail as he builds is criminal empire. Pablo expands his power through politics but it is not long before his conflicts as a Congressman and a drug lord collide. Pablo has his enemies executed, but not before the United States activates its own war on the Medellin cartel.",2012,TV-14,44,1.0,8.4,5019.0,337.869,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
ts27586,Magi,1,"This story is about the flow of fate and the battle to keep the world on the right path. Aladdin is a boy who has set out to explore the world after being trapped in a room for most of his life. His best friend is a flute with a djinn in it named Ugo. Soon enough, Aladdin discovers he is a Magi, a magician who chooses kings, and he was born to choose kings who will follow the righteous path, battling against those who want to destroy fate. Follow his adventures as he meets others from 1001 Arabian Nights, like Ali Baba and Sinbad, and fights to keep the balance of world in check!",2012,TV-14,24,3.0,7.8,4006.0,28.161,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ts19779,Barbie: Life in the Dreamhouse,1,"The series is set as a reality TV-esque show following Barbie, her sisters and her friends in the day-to-day activities that take place in the Dreamhouse and surrounding areas. Much of the humor in the show derives from parodying and lampooning both the traditional reality TV format and the Barbie franchise itself.",2012,TV-Y,6,7.0,7.4,1887.0,30.905,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ts22249,Kuroko's Basketball,1,"In the story, Kagami Taiga has just enrolled into Seirin High School when he meets Kuroko Tetsuya of the school's basketball team. Kuroko happens to be the shadowy sixth member of the legendary Generation of Miracles basketball team. Together, Kagami and Kuroko aim to take their team to the inter-high school championship - against Kuroko's former teammates.",2012,TV-14,24,3.0,8.3,8420.0,61.164,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
tm173195,The Rite,0,"Seminary student Michael Kovak reluctantly attends exorcism school at the Vatican. While he’s in Rome, Michael meets an unorthodox priest who introduces him to the darker side of his faith, uncovering the devil’s reach even to one of the holiest places on Earth.",2011,PG-13,114,0.0,6.0,97585.0,22.593,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
tm69386,Quartet,0,"The directorial debut of Dustin Hoffman, Quartet is a high-drama comedy about temperamental divas and old grudges, passion and pride, romance and Rigoletto. At a home for retired musicians, the annual concert to celebrate Verdi's birthday is disrupted by the arrival of Jean, an eternal diva and former wife of one of the residents. Expect poignancy and plenty of laughs.",2012,PG-13,98,0.0,6.8,20297.0,9.316,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
tm174683,Arthur Christmas,0,"Each Christmas, Santa and his vast army of highly trained elves produce gifts and distribute them around the world in one night. However, when one of 600 million children to receive a gift from Santa on Christmas Eve is missed, it is deemed ‘acceptable’ to all but one—Arthur. Arthur Claus is Santa’s misfit son who executes an unauthorised rookie mission to get the last present half way around the globe before dawn on Christmas morning.",2011,PG,97,0.0,7.1,58635.0,22.092,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
tm72845,John Mulaney: New in Town,0,"Stand-up comedian John Mulaney tackles such red-hot topics as quicksand, Motown singers and an elderly man he once met in a bathroom.",2012,,58,0.0,8.2,6729.0,4.732,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ts34921,Wolverine,1,"Wolverine is a mutant, possessing animal-keen senses, enhanced physical capabilities, three retracting bone claws on each hand and a healing factor that allows him to recover from virtually any wound, disease or toxin at a accelerated rate.",2011,TV-14,24,1.0,6.2,1519.0,8.022,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
tm170758,Hop,0,"E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In L.A., he's taken in by Fred after the out-of-work slacker hits E.B. with his car.",2011,PG,101,0.0,5.4,34363.0,19.141,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tm174256,Red Riding Hood,0,"Valerie is in love with a brooding outsider, Peter, but her parents have arranged for her to marry another man – who is wealthy. Unwilling to lose each other, Valerie and Peter plan to run away together when they learn that Valerie's older sister has been killed by a werewolf that prowls the dark forest surrounding their village. Hungry for revenge, the people call on famed werewolf hunter, Father Solomon, to help them kill the wolf. But Solomon's arrival brings unintended consequences as he warns that the wolf, who takes human form by day, could be any one of them.",2011,PG-13,100,0.0,5.4,112015.0,24.404,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
tm56296,The History of Future Folk,0,"An alien intending to claim Earth for his people before their homeworld is destroyed by a comet decides not to eliminate humanity when he hears their music. Instead, he lives among them until another alien is sent to find and kill him.",2012,,86,0.0,7.1,3478.0,4.334,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
tm160371,A Very Harold & Kumar Christmas,0,"Six years have elapsed since Guantanamo Bay, leaving Harold and Kumar estranged from one another with very different families, friends and lives. But when Kumar arrives on Harold's doorstep during the holiday season with a mysterious package in hand, he inadvertently burns down Harold's father-in-law's beloved Christmas tree. To fix the problem, Harold and Kumar embark on a mission through New York City to find the perfect Christmas tree, once again stumbling into trouble at every single turn.",2011,R,108,0.0,6.2,69562.0,17.242,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
tm183547,Escape from Planet Earth,0,Astronaut Scorch Supernova finds himself caught in a trap when he responds to an SOS from a notoriously dangerous alien planet.,2012,PG,89,0.0,5.8,25734.0,18.259,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ts34737,La Reina del Sur,1,"After years of blood, sweat and tears, a woman of humble origin ends up becoming a drug trafficking legend, with all that that means...",2011,TV-MA,41,2.0,8.0,2445.0,108.286,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
tm59590,One Piece Film: Z,0,"Zephyr, now known as Z, rides the seas with only one goal: Destroy all pirates and their dreams at becoming King of Pirates. When Luffy and his crew encounter him at sea, not only are they utterly defeated by the man with an arm made of Seastone, Nami, Robin, and Chopper are turned 10 years younger due to Z's minion Ain. Luffy is so determined to win against him that he does not even notice Z's master plan that could sacrifice thousands of lives.",2012,PG-13,108,0.0,7.8,7243.0,52.89,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ts34151,TIGER & BUNNY,1,"In an alternate New York City protected by a band of superheroes called NEXT, veteran Wild Tiger is forced to team up with rookie Barnaby Brooks Jr.",2011,TV-14,25,2.0,7.3,1028.0,8.393,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
tm161904,Bully,0,"This year, over 5 million American kids will be bullied at school, online, on the bus, at home, through their cell phones and on the streets of their towns, making it the most common form of violence young people in this country experience. The Bully Project is the first feature documentary film to show how we've all been affected by bullying, whether we've been victims, perpetrators or stood silent witness. The world we inhabit as adults begins on the playground. The Bully Project opens on the first day of school. For the more than 5 million kids who'll be bullied this year in the United States, it's a day filled with more anxiety and foreboding than excitement. As the sun rises and school busses across the country overflow with backpacks, brass instruments and the rambunctious sounds of raging hormones, this is a ride into the unknown.",2011,PG-13,92,0.0,7.4,10266.0,6.651,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tm44165,"Chaos, Disorder",0,"Manal is the lovely young daughter of a grocer in an isolated, run-down Cairo neighborhood town bordering a garbage dump.  Both Zaki and Mounir want to marry her.  Instead of letting Manal choose, the boys challenge each other to a soccer match in which the winner will gain her hand in marriage. ",2012,,76,0.0,6.2,109.0,1.024,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tm53034,Sebastian Maniscalco: What's Wrong with People?,0,"""What's Wrong with People?"" asks Sebastian Maniscalco, as he hilariously tries to bridge the Italian-American Old World he grew up in with the contemporary frenetic world we all live in today.",2012,,75,0.0,8.0,1217.0,1.98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ts32460,Inborn Pair,1,"Betrothed while in utero, a resort group president enters into an arranged marriage with a legal assistant. Despite their bickering, love blooms.",2011,TV-14,43,1.0,7.1,108.0,4.989,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ts26776,Smile PreCure!,1,"Candy, a fairy from Märchenland follows the shining light that leads to the five legendary PreCure warriors in order to fight Bad End Kingdom villains who are trying to vanquish the entire world to the “Worst Ending.",2012,TV-Y7,23,2.0,6.2,391.0,10.849,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
tm164353,Singham,0,"An honest, small town cop is transferred to a big city that is controlled by a crime boss that he had once humiliated.",2011,,135,0.0,6.8,16827.0,7.066,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ts39093,EastSiders,1,"What happens after the world ends?  This show explores the aftermath of infidelity on a gay couple in Silver Lake, CA.",2012,TV-MA,23,4.0,6.8,2783.0,5.685,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ts33349,Robocar Poli,1,"Cartoon showing toddlers important life lessons while teaching them that police, fire, and rescue are good people and just want to help others. Cars transform during the show to be useful and help others.",2011,TV-Y,14,4.0,6.0,126.0,11.341,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tm38064,Berserk: The Golden Age Arc II - The Battle for Doldrey,0,"The Band of the Hawk participates in the Midland war campaign. On the bloody battlefield, they conquer decisive victories that lead them to Doldrey, an old fortress that will decide the outcome of the war.",2012,R,98,0.0,7.7,10470.0,20.201,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
tm182125,Zindagi Na Milegi Dobara,0,"Three friends who were inseparable in childhood decide to go on a three-week-long bachelor road trip to Spain, in order to re-establish their bond and explore thrilling adventures, before one of them gets married. What will they learn of themselves and each other during the adventure?",2011,PG,166,0.0,8.1,76565.0,11.997,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
ts55532,LEGO Friends,1,Five Best Friends Go on Many Fun Lego adventures.,2012,TV-Y,16,5.0,7.6,20.0,3.483,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tm57436,Sleepless Nights,0,"Through the stories of Assaad Shaftari, a former high-ranking militia officer, and Maryam Saiidi, the mother of a missing communist fighter, the film digs into war wounds and poses the question of whether or not redemption and forgiveness are possible.",2012,,128,0.0,7.7,27.0,1.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ts191698,Little Baby Bum,1,"Little Baby Bum is a fun and educational show for kids featuring classic and new nursery rhymes. With her friends and family, 6 year old Mia experiences the world around her through song and sometimes a bit of magic, too.",2011,TV-Y,7,4.0,6.4,94.0,0.971,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
ts45996,Outback Truckers,1,"Jump in the cab with some of the men and women behind the wheel of monster road trains and reveals what life is really like on the wide-open road. Highly dramatic, often humorous, Outback Truckers reveals the true blue heart and soul of Aussie trucking.",2012,TV-14,44,9.0,7.4,264.0,6.693,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
tm160361,A Princess for Christmas,0,"After her sister and brother-in-law's tragic death, an American woman who is the guardian for her young niece and nephew is invited to a royal European castle for Christmas by her late brother-in-law's father, the Duke of Castlebury. Feeling out of place as a commoner, she is determined to give her family a merry Christmas and surprises herself when she falls for a handsome prince.",2011,PG,89,0.0,6.3,8268.0,22.33,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
tm34331,Middle of Nowhere,0,"When her husband is sentenced to eight years in prison, Ruby drops out of medical school in order to focus on her husband's well-being while he's incarcerated - leading her on a journey of self-discovery in the process.",2012,R,101,0.0,6.5,1838.0,2.677,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tm183039,Donald Glover: Weirdo,0,"Fearlessly funny stand-up comic and sitcom star Donald Glover puts on a live show in New York, confessing his love for Cocoa Puffs and Toys ""R"" Us.",2012,,65,0.0,7.4,3584.0,5.743,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ts35426,LEGO City,1,The robbers escape from their cells and are up to no good – their adventures are funny and entertaining. The city police are put to the test. Will our heroes catch the robber? See the Lego City characters and the trusted city police dog come together to help put them back behind bars.,2011,TV-G,4,3.0,5.0,37.0,1.403,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ts58528,Inside West Coast Customs,1,"Inside the world famous ""west coast customs"" Ryan Friedlinghaus presents some of the dopest transformations on some of the dopest vehicles, with some high end clientele, Ryan and the west coast customs team don't disappoint!",2011,TV-PG,43,8.0,7.3,44.0,4.71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
tm177258,Delhi Belly,0,"Three unsuspecting, average guys find themselves on the hit list of one of India's most-powerful crime syndicates.",2011,,102,0.0,7.5,29927.0,6.638,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
tm174190,Undefeated,0,"Set against the backdrop of a high school football season, Dan Lindsay and T.J. Martin’s documentary UNDEFEATED is an intimate chronicle of three underprivileged student-athletes from inner-city Memphis and the volunteer coach trying to help them beat the odds on and off the field.  For players and coaches alike, the season will be not only about winning games — it will be about how they grapple with the unforeseeable events that are part of football and part of life.",2011,PG-13,113,0.0,7.7,7073.0,6.591,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
tm68436,Barfi!,0,"He is cute. He's shrewd. The girls love him. The cops hate him. He can't speak but is always talked about. His naughty antics will make you scream, but he will never listen. Cos he can't! Next summer ride a rollercoaster of emotions with Barfii - the Chalu Chaplin!",2012,G,151,0.0,8.1,81198.0,7.897,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
tm65765,6 Bullets,0,An ex-mercenary known for finding missing children is hired by a mixed martial arts fighter whose daughter has been kidnapped.,2012,R,115,0.0,6.0,14988.0,31.445,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
tm179451,7 Khoon Maaf,0,"Susanna is hungry for love and will go to any extent to find it in its purest form. In her quest for the perfect man, she gets married a number of times as each of her husband's die mysteriously.",2011,,148,0.0,6.2,5969.0,5.469,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
tm177044,Naruto Shippuden the Movie: Blood Prison,0,"After his capture for attempted assassination of the Raikage, leader of Kumogakure, as well as killing Jōnin from Kirigakure and Iwagakure, Naruto is imprisoned in Hōzukijou: A criminal containment facility known as the Blood Prison. Mui, the castle master, uses the ultimate imprisonment technique to steal power from the prisoners, which is when Naruto notices his life has been targeted. Thus begins the battle to uncover the truth behind the mysterious murders and prove Naruto's innocence.",2011,PG-13,108,0.0,7.1,5104.0,184.852,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
tm49451,Maria Bamford: The Special Special Special!,0,"Welcome to the special special special comedy special.  It's very good.  I love comedy. And who do I want to make laugh more than Marilyn and Joel Bamford, my parents?  So, we've cut out the middle man of 200 strangers in a tv studio and gone right to the source.  With some paid audiences, the feigned enthusiasm can be a little uncomfortable to watch, but I genuinely rock the house.  My parents only wish they could be there with you when you watch this with your parents.",2012,,50,0.0,7.0,567.0,1.407,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tm1096916,The Trial of Adolf Eichmann,0,"The 1961 trial of Adolf Eichmann held in an Israeli courtroom and broadcast around the globe, was a benchmark event in the historiography of the Holocaust, especially in Israel where the trial proved a watershed experience for survivors and citizens of the new Jewish state. Employing new video and broadcast technologies, the trial was also a milestone in media and journalism coverage.  This absorbing, comprehensive new documentary features detailed accounts of Eichmann's capture, the drama in the courtroom and behind the scenes, and reactions to the trial from around the world.",2011,,90,0.0,7.5,84.0,1.241,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tm176128,Don't Go Breaking My Heart,0,"An original twist on an eternal triangle, where secret crush and unrequited love take on altogether newfangled meanings of their own.",2011,,115,0.0,6.5,1803.0,3.662,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
tm67444,Jim Gaffigan: Mr. Universe,0,"Funnyman Jim Gaffigan offers up his unique take on everything from Disney World to overweight whales in this live show from Washington, D.C.",2012,,77,0.0,7.7,3524.0,3.991,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
